edgeid,A,B,NUM_LANES,TWOWAY,TIME,DIST_MLE,Ax,Ay,Bx,By,Speed_limit,count
31818,26649,20040,2,0,0,0.18,930598.0,636201.0,929755.0,636625.0,55.0,1
31819,26649,20059,3,0,0,0.21,930598.0,636201.0,929471.0,636193.0,55.0,1
31820,26650,26625,4,0,0,1.1203,900835.625,642632.6875,906549.375,641090.8125,65.0,1
31821,26651,26425,4,0,0,0.23834,865310.05457,637843.58575,865110.0,639078.0,70.0,1
31822,26652,26640,3,0,0,0.32156,878057.01284,648699.31505,879656.8125,648142.875,65.0,1
31823,26653,25120,6,0,0,0.1034,876676.625,649203.25,876134.8125,649288.0,65.0,1
31824,26654,26624,5,0,0,0.658,907117.75,641195.0625,903750.0,642094.0,65.0,1
31825,26655,3650,1,1,0,0.1422,882236.12734,532215.75413,881490.87068,532269.71626,12.0,1
31826,26655,31255,3,1,0,0.05822,882236.12734,532215.75413,882231.0,532523.0,35.0,1
31827,26655,36311,3,1,0,0.08938,882236.12734,532215.75413,882244.0,531744.0,35.0,1
31828,26656,3650,1,1,0,0.04881,881469.36511,532525.29132,881490.87068,532269.71626,12.0,1
31829,26656,31253,3,1,0,0.1705,881469.36511,532525.29132,880569.0,532528.0,40.0,1
31830,26656,31255,2,1,0,0.1443,881469.36511,532525.29132,882231.0,532523.0,40.0,1
31831,26657,3965,1,1,0,0.08512,916273.54931,518258.55965,915833.18189,518336.81106,12.0,1
31832,26657,32164,1,1,0,0.30674,916273.54931,518258.55965,915315.0,519564.0,30.0,1
31833,26657,32166,1,1,0,0.16014,916273.54931,518258.55965,916774.0,517577.0,30.0,1
31834,26658,3965,1,1,0,0.1282,916315.75808,518806.84934,915833.18189,518336.81106,12.0,1
31835,26658,32165,1,1,0,0.17356,916315.75808,518806.84934,915766.0,519540.0,30.0,1
31836,26658,32168,1,1,0,0.24,916315.75808,518806.84934,917076.0,517793.0,30.0,1
31837,26659,3965,1,1,0,0.25042,916089.59682,517046.17365,915833.18189,518336.81106,12.0,1
31838,26659,32163,2,1,0,0.30166,916089.59682,517046.17365,914831.0,516070.0,40.0,1
31839,26659,32166,2,1,0,0.16404,916089.59682,517046.17365,916774.0,517577.0,40.0,1
31840,26703,21066,3,0,0,0.1473,930028.5625,717754.6875,929257.8125,717706.625,50.0,1
31841,26703,21226,3,1,0,0.23317,930028.5625,717754.6875,931203.0,717471.0,45.0,1
31842,26704,20651,3,0,0,0.0542,926521.46635,717635.87207,926235.31708,717622.86529,65.0,1
31843,26705,21088,1,0,0,0.0617,926554.4375,717428.625,926874.125,717407.8125,55.0,1
31844,26705,21336,3,0,0,0.268,926554.4375,717428.625,927993.3125,717511.5625,65.0,1
31845,26706,21248,1,0,0,0.50255,924973.6589400001,717434.2669,922710.25,716237.875,35.0,1
31846,26706,40252,3,0,0,0.53463,924973.6589400001,717434.2669,922521.87998,715951.49342,65.0,1
31847,26707,21244,3,0,0,0.21259,924498.91129,716985.53282,925545.95748,717388.74316,65.0,1
31848,26708,26710,4,0,0,0.2087,920655.08327,715645.70756,919557.28815,715642.42074,65.0,1
31849,26709,26945,3,0,0,0.0993,919596.72989,715491.2274,920119.33296,715494.51422,65.0,1
31850,26710,20693,1,0,0,0.25628,919557.28815,715642.42074,918222.9375,715740.6875,30.0,1
31851,26710,22008,3,0,0,0.46292,919557.28815,715642.42074,917134.8125,715618.5625,65.0,1
31852,26711,26709,3,0,0,0.0862,919143.14987,715491.2274,919596.72989,715491.2274,65.0,1
31853,26712,26714,3,0,0,0.73434,914825.375,715725.875,910929.17136,715822.04309,65.0,1
31854,26713,20663,1,0,0,0.1929,915051.125,715563.0,916039.3125,715400.1875,50.0,1
31855,26713,20668,3,0,0,0.213,915051.125,715563.0,916172.5625,715485.3125,65.0,1
31856,26714,40247,3,0,0,0.50228,910929.17136,715822.04309,908278.69514,715832.66624,65.0,1
31857,26715,26713,3,0,0,0.77707,910966.35239,715662.69582,915051.125,715563.0,65.0,1
31858,26716,26718,3,0,1,0.471,906541.8099300001,716119.49132,904050.68098,716183.23023,65.0,1
31859,26717,40246,3,0,0,0.31649,906573.6793800001,715965.45563,908214.95624,715699.87685,65.0,1
31860,26718,21391,2,0,0,0.449,904050.68098,716183.23023,901692.34142,716374.44695,50.0,1
31861,26718,26720,3,0,0,0.93201,904050.68098,716183.23023,899083.9375,716225.125,65.0,1
31862,26719,26717,3,0,1,0.4409,904241.8977,716029.19453,906573.6793800001,715965.45563,65.0,1
31863,26720,26942,3,0,1,0.8479,899083.9375,716225.125,894595.75,716254.6875,65.0,1
31864,26721,21268,1,0,0,0.38204,899379.6875,716047.6875,901193.05332,715922.96302,50.0,1
31865,26721,26719,3,0,0,0.93501,899379.6875,716047.6875,904241.8977,716029.19453,65.0,1
31866,26722,40244,3,0,0,0.22221,888583.37289,716241.65756,887536.9925,715721.12315,65.0,1
31867,26723,26941,3,0,0,0.27194,888726.78543,716146.0492,890160.91084,716161.98392,65.0,1
31868,26810,26812,3,0,1,1.19864,886395.00375,713793.02121,886440.1875,707470.625,65.0,1
31869,26811,40243,3,0,0,0.19354,886517.16999,713777.08649,886857.11082,714754.41639,65.0,1
31870,26812,21272,1,0,0,0.23053,886440.1875,707470.625,886448.1195,706144.35238,30.0,1
31871,26812,40241,3,0,0,0.31549,886440.1875,707470.625,886586.22047,705804.41154,65.0,1
31872,26813,26811,3,0,1,1.16139,886580.6875,707625.9375,886517.16999,713777.08649,65.0,1
31873,26814,26816,3,0,2,1.97658,886448.1195,703669.15816,886538.04999,693253.57024,65.0,1
31874,26815,40239,1,0,0,0.33407,886580.90889,703594.7961,886873.04555,705347.61604,35.0,1
31875,26815,40240,3,0,0,0.4148,886580.90889,703594.7961,886734.94459,705767.23051,65.0,1
31876,26816,21280,1,0,0,0.28923,886538.04999,693253.57024,886621.76055,691792.36907,30.0,1
31877,26816,40233,3,0,0,0.379,886538.04999,693253.57024,886808.99274,691298.75693,65.0,1
31878,26817,26815,3,0,2,1.89208,886632.4375,693614.3125,886580.90889,703594.7961,65.0,1
31879,26818,40237,3,0,2,1.5106,886752.25572,688728.56962,886740.90831,680768.36475,65.0,1
31880,26819,40234,1,0,0,0.38111,886888.42458,688898.7807,887160.76231,690873.22923,35.0,1
31881,26819,40235,3,0,0,0.22963,886888.42458,688898.7807,886984.87753,690095.93196,65.0,1
31882,26820,21288,1,0,0,0.25624,886984.87753,678913.06397,887149.4149,677664.84938,35.0,1
31883,26820,40228,3,0,0,0.35527,886984.87753,678913.06397,887359.3419,677057.76319,65.0,1
31884,26821,40238,3,0,2,0.303,887058.63566,679219.44392,886911.11939,680813.75437,65.0,1
31885,26822,26824,3,0,0,0.27919,886423.18096,674447.85996,885316.80894,673489.00421,65.0,1
31886,26823,40225,3,0,0,0.25582,886718.2135,674572.68142,887325.29969,675786.85379,65.0,1
31887,26823,40226,1,0,0,0.2068,886718.2135,674572.68142,887302.60488,675520.18977,35.0,1
31888,26824,26826,3,0,1,1.0294,885316.80894,673489.00421,881459.00513,669642.64959,65.0,1
31889,26825,26823,3,0,0,0.33682,885390.56707,673375.53015,886718.2135,674572.68142,65.0,1
31890,26826,21298,1,0,0,0.28869,881459.00513,669642.64959,880396.24353,668672.30204,35.0,1
31891,26826,26828,3,0,0,0.74944,881459.00513,669642.64959,878721.23884,666743.15871,65.0,1
31892,26827,26825,3,0,1,0.99669,881672.71263,669659.97722,885390.56707,673375.53015,65.0,1
31893,26828,20285,3,0,0,0.8533,878721.23884,666743.15871,875450.5625,663670.9375,65.0,1
31894,26829,26827,3,0,0,0.79005,878755.89411,666616.08938,881672.71263,669659.97722,35.0,1
31895,26829,40210,1,0,0,0.3665,878755.89411,666616.08938,880194.0878,667881.00672,35.0,1
31896,26830,40202,1,0,0,0.2359,873312.55242,661430.81394,872417.9844,660545.56433,35.0,1
31897,26830,40203,3,0,0,0.32349,873312.55242,661430.81394,872231.61606,660107.59874,65.0,1
31898,26831,21306,4,0,0,0.31362,873396.41818,661337.62977,874598.6875,662467.8125,65.0,1
31899,26832,26834,4,0,1,0.40762,871411.59537,657284.11841,871432.08049,655139.4193,65.0,1
31900,26833,40207,3,0,0,0.2951,871560.69004,657060.47641,871709.78472,658607.33361,65.0,1
31901,26833,40209,1,0,0,0.2471,871560.69004,657060.47641,871775.01363,658365.05477,35.0,1
31902,26834,20141,2,0,0,0.46518,871432.08049,655139.4193,871172.16597,652638.46402,55.0,1
31903,26834,40211,4,0,0,0.41149,871432.08049,655139.4193,871437.85637,653002.34435,65.0,1
31904,26835,26833,4,0,1,0.5107,871616.90859,654353.89986,871560.69004,657060.47641,65.0,1
31905,26893,26289,2,0,1,1.184,885541.6875,595700.8125,879283.92713,595664.33766,70.0,1
31906,26894,20248,1,0,0,0.1427,885592.5,595605.375,886343.75,595549.125,35.0,1
31907,26894,21138,2,0,0,0.58939,885592.5,595605.375,888677.875,595706.25,70.0,1
31908,26904,26908,3,0,0,0.2885,926946.9375,692216.75,925991.0625,691014.25,65.0,1
31909,26905,26219,3,0,0,0.3299,927001.3125,692178.9375,928051.1875,693598.375,65.0,1
31910,26908,40043,3,0,0,0.31194,925991.0625,691014.25,924726.1705,689964.30643,65.0,1
31911,26909,26905,3,0,0,0.2827,926101.4375,691022.0,927001.3125,692178.9375,65.0,1
31912,26910,26914,9,0,0,0.1006,920162.24808,683292.52971,919865.10562,682897.88739,30.0,1
31913,26911,23224,3,0,1,0.2488,920245.81939,683273.95831,921039.7469,684323.24261,65.0,1
31914,26914,23230,4,0,1,0.28885,919865.10562,682897.88739,918959.7497,681676.81761,65.0,1
31915,26915,26911,9,0,0,0.0994,919944.03409,682865.38743,920245.81939,683273.95831,30.0,1
31916,26916,26920,4,0,0,0.8598,912012.98037,667790.36333,912136.0,663254.0,65.0,1
31917,26917,26231,3,0,0,0.66238,912073.625,667803.375,912166.66149,671300.8646,65.0,1
31918,26920,26232,4,0,0,0.9388,912136.0,663254.0,912252.5625,658294.3125,65.0,1
31919,26921,26917,3,0,0,0.8622,912188.5,663269.4375,912073.625,667803.375,65.0,1
31920,26922,26926,3,0,0,0.6265,913803.25,627721.0625,913916.625,624379.5,65.0,1
31921,26923,21056,3,0,0,0.772,913863.25,628354.6875,913696.5,632389.875,65.0,1
31922,26923,23727,1,0,0,0.3795,913863.25,628354.6875,913856.5625,630322.25,35.0,1
31923,26926,26928,3,0,1,1.0095,913916.625,624379.5,914391.125,619055.1875,65.0,1
31924,26927,26923,3,0,0,0.742,913983.3125,624399.5,913863.25,628354.6875,65.0,1
31925,26928,26932,3,0,0,0.0859,914391.125,619055.1875,914411.5625,618622.0,65.0,1
31926,26929,26927,3,0,1,1.0167,914454.0,619062.0,913983.3125,624399.5,65.0,1
31927,26932,20390,3,0,1,0.82,914411.5625,618622.0,914595.0,614295.3125,65.0,1
31928,26933,26929,3,0,0,0.07,914470.0,618667.0,914454.0,619062.0,65.0,1
31929,26934,26252,3,0,0,0.15339,909183.55072,600990.89058,909075.0625,600186.5625,65.0,1
31930,26935,26251,3,0,0,0.3164,909599.4375,602338.375,910331.5,603837.25,65.0,1
31931,26940,26722,3,0,0,0.20558,889672.24588,716316.01962,888583.37289,716241.65756,65.0,1
31932,26941,21450,1,0,0,0.4371,890160.91084,716161.98392,892444.88834,715960.14405,50.0,1
31933,26941,26943,3,0,0,0.82649,890160.91084,716161.98392,894581.0,716092.0625,65.0,1
31934,26942,21448,1,0,0,0.4131,894595.75,716254.6875,892455.51149,716454.12058,50.0,1
31935,26942,26940,3,0,0,0.93654,894595.75,716254.6875,889672.24588,716316.01962,65.0,1
31936,26943,26721,3,0,1,0.9074,894581.0,716092.0625,899379.6875,716047.6875,65.0,1
31937,26944,26708,3,0,0,0.17933,921595.11143,715672.00205,920655.08327,715645.70756,65.0,1
31938,26945,40248,1,0,0,0.26545,920119.33296,715494.51422,921578.67737,715409.05711,35.0,1
31939,26945,40249,3,0,0,0.27884,920119.33296,715494.51422,921575.39056,715556.96364,65.0,1
31940,26952,2553,1,1,2,0.46,901930.0,704288.0,899500.0,704057.0,12.0,1
31941,26952,21403,3,1,0,0.21,901930.0,704288.0,901888.0,705411.0,40.0,1
31942,26952,21879,3,1,0,0.33,901930.0,704288.0,901997.0,702528.0,40.0,1
31943,26955,2796,1,1,2,0.47,881336.0,666390.0,883822.0,666623.0,12.0,1
31944,26955,2837,1,1,1,0.33712,881336.0,666390.0,879583.90437,666129.12615,12.0,1
31945,26955,25051,3,1,0,0.21,881336.0,666390.0,881535.0,667485.0,45.0,1
31946,26955,25066,3,1,0,0.32,881336.0,666390.0,881074.0,664747.0,45.0,1
31947,26957,2798,1,1,2,0.42,891019.0,667047.0,888801.0,666937.0,12.0,1
31948,26957,22631,2,1,0,0.19,891019.0,667047.0,890876.0,668064.0,40.0,1
31949,26957,23009,2,1,0,0.2,891019.0,667047.0,891169.0,665979.0,40.0,1
31950,26960,2801,1,1,1,0.31,925063.0,682740.0,924292.0,681321.0,12.0,1
31951,26960,2807,1,1,1,0.2328,925063.0,682740.0,924555.0,683859.0,12.0,1
31952,26960,22163,2,1,0,0.5,925063.0,682740.0,927718.0,682839.0,40.0,1
31953,26960,22183,2,1,0,0.51141,925063.0,682740.0,922386.17365,682712.17335,40.0,1
31954,26961,2287,1,1,1,0.2322,930294.0,683036.0,930193.25,684257.6875,12.0,1
31955,26961,2290,1,1,1,0.26,930294.0,683036.0,930346.0,681677.0,12.0,1
31956,26961,22125,2,1,0,0.49,930294.0,683036.0,932889.0,683235.0,40.0,1
31957,26961,22163,2,1,0,0.49,930294.0,683036.0,927718.0,682839.0,40.0,1
31958,26963,2094,1,1,3,0.64,922844.0,699588.0,926243.0,699529.0,12.0,1
31959,26963,21739,2,1,0,0.35,922844.0,699588.0,922916.0,697743.0,40.0,1
31960,26963,21741,2,1,0,0.25,922844.0,699588.0,922792.0,700926.0,40.0,1
31961,26965,26967,2,1,0,0.2086,848519.0,644469.0,847523.0,643995.0,40.0,1
31962,26965,26968,2,1,0,0.6381,848519.0,644469.0,850086.0,647458.0,40.0,1
31963,26966,2800,1,1,0,0.05,950118.0,650933.0,949860.0,651025.0,12.0,1
31964,26966,20219,2,0,0,0.26,950118.0,650933.0,950310.0,652266.0,30.0,1
31965,26967,20304,1,1,1,0.69598,847523.0,643995.0,848740.0,640536.0,35.0,1
31966,26967,26965,2,1,0,0.2086,847523.0,643995.0,848519.0,644469.0,40.0,1
31967,26968,2480,1,1,5,1.10949,850086.0,647458.0,844306.0,648528.0,12.0,1
31968,26968,25182,2,1,0,0.1689,850086.0,647458.0,850825.0,647969.0,40.0,1
31969,26968,26965,2,1,0,0.6381,850086.0,647458.0,848519.0,644469.0,40.0,1
31970,26970,1974,1,1,1,0.23,949057.0,714836.0,948929.0,713642.0,12.0,1
31971,26970,21091,1,1,0,0.34,949057.0,714836.0,950827.0,714896.0,30.0,1
31972,26970,21119,1,1,0,0.09,949057.0,714836.0,948558.0,714816.0,30.0,1
31973,26971,2742,1,1,1,0.23,870165.0,603764.0,869893.0,602562.0,12.0,1
31974,26971,25645,1,1,0,0.7935,870165.0,603764.0,865977.0,603743.0,45.0,1
31975,26972,2783,1,1,1,0.26,943506.0,641156.0,940744.0,641118.0,12.0,1
31976,26972,23338,2,1,0,0.13,943506.0,641156.0,943497.0,641842.0,30.0,1
31977,26972,23347,2,1,0,0.14,943506.0,641156.0,943496.0,640431.0,30.0,1
31978,26973,1938,1,1,1,0.33447,915785.0625,725867.0,915523.0,724095.0,12.0,1
31979,26973,21261,1,1,0,0.32184,915785.0625,725867.0,917277.625,725074.0625,35.0,1
31980,26973,21311,1,1,0,0.72544,915785.0625,725867.0,912139.125,727071.9375,35.0,1
31981,26974,1927,1,1,3,0.63481,935642.25,717182.5625,935621.0,720547.0,12.0,1
31982,26974,21196,2,1,0,0.66394,935642.25,717182.5625,939154.0,717223.0,45.0,1
31983,26974,21220,2,1,0,0.3461,935642.25,717182.5625,933810.0,717201.0,45.0,1
31984,26975,2467,1,1,0,0.15,906618.0,637124.0,907372.0,636839.0,12.0,1
31985,26975,23816,1,1,0,0.24,906618.0,637124.0,906274.0,635889.0,30.0,1
31986,26975,23829,1,1,0,0.22,906618.0,637124.0,906932.0,638252.0,30.0,1
31987,26976,2816,1,1,2,0.5195,876873.16674,602580.19119,879600.77793,602446.43795,12.0,1
31988,26976,20289,1,1,0,0.32473,876873.16674,602580.19119,877026.1875,600880.75,35.0,1
31989,26976,25637,1,1,0,0.22382,876873.16674,602580.19119,876848.0,603756.0,35.0,1
31990,26977,23161,1,1,0,0.15,933925.0,651712.0,933937.0,650925.0,30.0,1
31991,26977,23163,1,1,0,0.12,933925.0,651712.0,933915.0,652323.0,30.0,1
31992,26978,2749,1,1,1,0.22,897986.0,608763.0,899124.0,608770.0,12.0,1
31993,26978,24515,2,1,0,0.15,897986.0,608763.0,897950.0,609565.0,40.0,1
31994,26978,24913,2,1,0,0.27,897986.0,608763.0,898050.0,607319.0,40.0,1
31995,26979,2068,1,1,0,0.1,946268.0,694268.0,946305.0,693718.0,12.0,1
31996,26979,21584,1,1,0,0.14,946268.0,694268.0,947014.0,694405.0,35.0,1
31997,26979,21597,1,1,0,0.23,946268.0,694268.0,945090.0,694051.0,35.0,1
31998,26980,4128,1,1,0,0.51903,860876.16016,459932.38385,860568.25363,462642.20656,12.0,1
31999,26980,28737,2,1,0,0.18738,860876.16016,459932.38385,861864.0,459987.0,35.0,1
32000,26980,32863,2,1,0,0.12826,860876.16016,459932.38385,860200.0,459895.0,35.0,1
32001,26981,4128,1,1,0,0.515,860547.17818,465348.2183,860568.25363,462642.20656,12.0,1
32002,26981,28918,1,1,0,0.1876,860547.17818,465348.2183,861536.05221,465405.17504,35.0,1
32003,26981,32818,1,1,0,0.12259,860547.17818,465348.2183,859901.0,465311.0,35.0,1
32004,26982,4383,1,1,0,0.24331,829923.03141,421329.03455,830153.76975,420071.54193,12.0,1
32005,26982,33185,1,1,0,0.27181,829923.03141,421329.03455,828488.0,421312.0,40.0,1
32006,26982,33195,1,1,0,0.25475,829923.03141,421329.03455,831268.0,421345.0,40.0,1
32007,26983,4383,1,1,0,0.26972,829901.70167,418676.88043,830153.76975,420071.54193,12.0,1
32008,26983,4392,1,1,0,0.27016,829901.70167,418676.88043,829877.56426,417257.53927,12.0,1
32009,26983,29367,1,1,1,0.26448,829901.70167,418676.88043,831298.0,418697.0,30.0,1
32010,26983,33188,1,1,1,0.26133,829901.70167,418676.88043,828522.0,418657.0,30.0,1
32011,26984,4318,1,1,0,0.15085,836651.64171,419159.52617,836284.85052,419862.18686,12.0,1
32012,26984,33208,1,1,0,0.4291,836651.64171,419159.52617,836622.0,421425.0,40.0,1
32013,26984,33209,1,1,0,0.07757,836651.64171,419159.52617,836657.0,418750.0,40.0,1
32014,26985,4320,1,1,0,0.25807,842034.06121,420224.3452,843345.4056,419879.15125,12.0,1
32015,26985,33216,1,1,0,0.23387,842034.06121,420224.3452,842013.0,421459.0,30.0,1
32016,26985,33218,1,1,0,0.26582,842034.06121,420224.3452,842058.0,418821.0,30.0,1
32017,26986,4321,1,1,0,0.37341,842087.53114,417988.75866,840161.67936,417613.41614,12.0,1
32018,26986,33218,1,1,0,0.15772,842087.53114,417988.75866,842058.0,418821.0,30.0,1
32019,26986,33219,1,1,0,0.13602,842087.53114,417988.75866,842113.0,417271.0,30.0,1
32020,26987,4322,1,1,0,0.24686,836669.03389,417415.24081,835375.0,417505.0,12.0,1
32021,26987,33209,1,1,0,0.25281,836669.03389,417415.24081,836657.0,418750.0,40.0,1
32022,26987,33210,1,1,0,0.25138,836669.03389,417415.24081,836681.0,416088.0,40.0,1
32023,26988,4400,1,1,0,0.31054,837881.04237,424102.53941,837966.92537,425732.047,12.0,1
32024,26988,33146,1,1,0,0.50895,837881.04237,424102.53941,835194.0,424137.0,40.0,1
32025,26988,34844,1,1,0,0.06704,837881.04237,424102.53941,838235.0,424098.0,40.0,1
32026,26989,4400,1,1,0,0.20574,837581.96978,426742.24641,837966.92537,425732.047,12.0,1
32027,26989,33145,1,1,1,0.4576,837581.96978,426742.24641,835166.0,426714.0,40.0,1
32028,26989,33149,1,1,1,0.30381,837581.96978,426742.24641,839186.0,426761.0,40.0,1
32029,28004,28005,2,1,0,0.29909,876787.0,453793.0,877884.0,452657.0,28.0,1
32030,28004,32951,1,1,0,0.42386,876787.0,453793.0,878299.0,455443.0,30.0,1
32031,28004,32999,1,1,0,0.08046,876787.0,453793.0,876407.0,453603.0,30.0,1
32032,28005,4258,1,1,1,0.30019,877884.0,452657.0,879218.0,453513.0,12.0,1
32033,28005,28004,2,1,0,0.29909,877884.0,452657.0,876787.0,453793.0,28.0,1
32034,28005,28006,2,1,0,0.11331,877884.0,452657.0,878124.0,452109.0,37.0,1
32035,28006,28005,2,1,0,0.11331,878124.0,452109.0,877884.0,452657.0,37.0,1
32036,28006,28007,2,1,0,0.36984,878124.0,452109.0,878178.0,450157.0,37.0,1
32037,28007,4260,1,1,0,0.20577,878178.0,450157.0,879264.0,450125.0,12.0,1
32038,28007,28006,2,1,0,0.36984,878178.0,450157.0,878124.0,452109.0,37.0,1
32039,28007,34620,2,1,0,0.32421,878178.0,450157.0,876467.0,450103.0,39.0,1
32040,28008,28009,2,1,0,0.22703,837577.0,408528.0,837758.0,407343.0,40.0,1
32041,28008,33260,2,1,0,0.44362,837577.0,408528.0,836845.0,410753.0,39.0,1
32042,28009,28008,2,1,0,0.22703,837758.0,407343.0,837577.0,408528.0,40.0,1
32043,28009,33298,2,1,0,0.12467,837758.0,407343.0,837675.0,406690.0,40.0,1
32044,28010,28011,2,1,0,0.16242,849951.0,407665.0,849128.0,407424.0,40.0,1
32045,28010,33966,2,1,0,0.11776,849951.0,407665.0,850241.0,408215.0,40.0,1
32046,28011,4338,1,1,0,0.13377,849128.0,407424.0,848445.0,407604.0,12.0,1
32047,28011,28010,2,1,0,0.16242,849128.0,407424.0,849951.0,407665.0,40.0,1
32048,28011,28012,2,1,0,0.10583,849128.0,407424.0,848847.0,406941.0,39.0,1
32049,28012,28011,2,1,0,0.10583,848847.0,406941.0,849128.0,407424.0,39.0,1
32050,28012,28013,2,1,0,0.05335,848847.0,406941.0,848867.0,406660.0,39.0,1
32051,28013,28012,2,1,0,0.05335,848867.0,406660.0,848847.0,406941.0,39.0,1
32052,28013,28014,2,1,0,0.3127,848867.0,406660.0,847219.0,406560.0,39.0,1
32053,28013,33304,2,1,0,0.2292,848867.0,406660.0,848888.0,405450.0,39.0,1
32054,28014,28013,2,1,0,0.3127,847219.0,406560.0,848867.0,406660.0,39.0,1
32055,28014,28015,2,1,0,0.30911,847219.0,406560.0,845632.0,406941.0,39.0,1
32056,28015,28014,2,1,0,0.30911,845632.0,406941.0,847219.0,406560.0,39.0,1
32057,28015,28016,2,1,0,0.31989,845632.0,406941.0,844106.0,407665.0,39.0,1
32058,28016,4341,1,1,0,0.14254,844106.0,407665.0,844849.0,407785.0,11.0,1
32059,28016,28015,2,1,0,0.31989,844106.0,407665.0,845632.0,406941.0,39.0,1
32060,28016,33733,2,1,0,0.17245,844106.0,407665.0,843197.0,407612.0,30.0,1
32061,28019,28046,2,0,0,0.09796,858375.625,527514.3125,858418.0,528029.625,35.0,1
32062,28019,28049,2,0,0,0.31633,858375.625,527514.3125,858341.66565,529183.48447,35.0,1
32063,28020,28019,2,0,0,0.2742,858365.625,526067.1875,858375.625,527514.3125,35.0,1
32064,28022,28875,3,0,0,0.15298,860058.52151,525184.47001,860833.30608,525412.87471,55.0,1
32065,28023,28141,2,0,0,0.1129,857379.3125,527175.3125,857961.375,527047.1875,55.0,1
32066,28029,28554,3,1,2,1.36275,930710.6875,537656.0,937906.0,537675.0,55.0,1
32067,28029,30439,3,1,2,0.7032,930710.6875,537656.0,926998.0,537645.0,55.0,1
32068,28030,28038,4,1,0,0.2707,847552.5,527804.625,846381.8125,526985.0625,30.0,1
32069,28031,28030,3,1,0,0.2334,848731.44878,527447.44509,847552.5,527804.625,30.0,1
32070,28032,28034,1,1,0,0.08245,847980.90665,525305.36556,847553.64432,525222.5951,30.0,1
32071,28032,28037,3,1,0,0.11416,847980.90665,525305.36556,847950.34752,524703.27456,30.0,1
32072,28032,28241,3,1,0,0.10353,847980.90665,525305.36556,848007.5087,525851.26039,30.0,1
32073,28033,28036,1,1,0,0.1182,847435.74088,526948.35974,847985.32619,527244.02272,30.0,1
32074,28034,28035,1,1,0,0.14069,847553.64432,525222.5951,847250.70734,525900.59692,30.0,1
32075,28035,28033,1,1,0,0.2016,847250.70734,525900.59692,847435.74088,526948.35974,30.0,1
32076,28036,28042,1,1,0,0.1056,847985.32619,527244.02272,848540.3125,527190.0,30.0,1
32077,28037,28032,3,1,0,0.11416,847950.34752,524703.27456,847980.90665,525305.36556,30.0,1
32078,28037,30920,3,1,0,0.23557,847950.34752,524703.27456,847913.0,523460.0,30.0,1
32079,28038,28039,4,1,0,0.2714,846381.8125,526985.0625,846696.4375,525587.5625,30.0,1
32080,28039,28040,4,1,0,0.2007,846696.4375,525587.5625,847481.51647,524876.3814,30.0,1
32081,28040,28037,4,1,0,0.0947,847481.51647,524876.3814,847950.34752,524703.27456,30.0,1
32082,28041,3747,1,1,0,0.10151,848035.4375,526487.5625,847693.49081,526078.2048,12.0,1
32083,28041,28241,3,1,0,0.12065,848035.4375,526487.5625,848007.5087,525851.26039,30.0,1
32084,28041,31383,3,1,0,0.1075,848035.4375,526487.5625,848021.0,527055.0,30.0,1
32085,28042,28146,2,0,0,0.12566,848540.3125,527190.0,849201.81508,527237.70796,55.0,1
32086,28044,29869,1,0,0,0.02789,857569.8125,528170.625,857622.25,528308.375,35.0,1
32087,28045,33302,2,0,0,0.3569,858143.25,528010.0,858130.125,526126.0625,35.0,1
32088,28046,30947,2,0,0,0.034,858418.0,528029.625,858536.5625,528164.25,35.0,1
32089,28047,33127,2,0,0,0.0409,858983.5625,527365.5,858993.0625,527149.9375,35.0,1
32090,28048,33307,1,0,0,0.0698,858625.375,528519.3125,858404.875,528814.5625,35.0,1
32091,28049,33137,2,0,0,0.4152,858341.66565,529183.48447,858266.28506,531373.70921,35.0,1
32092,28050,28045,2,0,0,0.25967,858128.08733,529380.31155,858143.25,528010.0,35.0,1
32093,28050,28051,1,0,0,0.25166,858128.08733,529380.31155,857514.6875,528202.1875,35.0,1
32094,28051,33132,1,0,0,0.2036,857514.6875,528202.1875,857598.3125,527130.9375,35.0,1
32095,28052,28053,1,0,0,0.04427,911603.32597,527293.06266,911836.3583500001,527284.58875,45.0,1
32096,28053,30482,1,0,0,0.1282,911836.3583500001,527284.58875,912503.0,527406.0,40.0,1
32097,28053,31451,1,0,0,0.04684,911836.3583500001,527284.58875,911984.0,527086.0,45.0,1
32098,28054,28055,1,0,0,0.2642,901867.75,537905.1875,900531.5625,537505.8125,45.0,1
32099,28055,28056,1,0,0,0.1497,900531.5625,537505.8125,899811.75,537180.4375,45.0,1
32100,28056,28901,1,0,0,0.114,899811.75,537180.4375,899217.0,537088.0,45.0,1
32101,28057,28058,2,1,0,0.3794,862059.1875,528419.4375,862051.125,530422.125,30.0,1
32102,28057,34290,2,1,0,0.2152,862059.1875,528419.4375,863196.0,528455.0,30.0,1
32103,28057,34291,2,1,0,0.0677,862059.1875,528419.4375,861702.0,528441.0,30.0,1
32104,28058,3730,1,1,1,0.2863,862051.125,530422.125,863109.0,531501.0,12.0,1
32105,28058,28057,2,1,0,0.3794,862051.125,530422.125,862059.1875,528419.4375,30.0,1
32106,28058,33753,2,1,0,0.3651,862051.125,530422.125,862015.0,532349.0,30.0,1
32107,28059,28064,1,0,0,0.2454,917467.4375,546158.9375,917430.6875,547453.75,30.0,1
