edgeid,A,B,NUM_LANES,TWOWAY,TIME,DIST_MLE,Ax,Ay,Bx,By,Speed_limit,count
0,1,12075,1,1,1,0.28,947606.0,961027.0,947620.0,959558.0,12.0,1
1,2,12059,1,1,2,0.46,942594.0,962496.0,940333.0,961622.0,12.0,1
2,2,19242,1,1,3,0.67,942594.0,962496.0,944350.0,959429.0,12.0,1
3,3,12151,1,1,1,0.34,945244.0,956417.0,946378.0,954992.0,12.0,1
4,4,12143,1,1,1,0.34,951353.0,953507.0,950882.0,955225.0,12.0,1
5,4,12215,1,1,2,0.46,951353.0,953507.0,953215.0,951934.0,12.0,1
6,5,12087,1,1,2,0.5,950279.0,956969.0,950817.0,959538.0,12.0,1
7,5,12143,1,1,1,0.35,950279.0,956969.0,950882.0,955225.0,12.0,1
8,6,12091,1,1,1,0.22,953090.0,958589.0,952413.0,959534.0,12.0,1
9,6,12107,1,1,0,0.14,953090.0,958589.0,953788.0,958393.0,12.0,1
10,6,18229,1,1,0,0.18,953090.0,958589.0,953080.0,957625.0,12.0,1
11,7,12119,1,1,0,0.16,953513.0,956355.0,954330.0,956584.0,12.0,1
12,7,12127,1,1,0,0.18,953513.0,956355.0,953740.0,955441.0,12.0,1
13,7,13804,1,1,0,0.25078,953513.0,956355.0,952712.6875,956218.625,12.0,1
14,8,12107,1,1,0,0.13,954459.0,958273.0,953788.0,958393.0,12.0,1
15,9,12163,1,1,0,0.17,955159.0,954998.0,954274.0,954942.0,12.0,1
16,10,12135,1,1,0,0.13,956871.0,954602.0,956551.0,955197.0,12.0,1
17,11,12183,1,1,1,0.32,957353.0,951428.0,956900.0,953054.0,12.0,1
18,12,12191,1,1,0,0.15,955176.0,952131.0,955121.0,952938.0,12.0,1
19,13,12127,1,1,0,0.12,953701.0,954820.0,953740.0,955441.0,12.0,1
20,13,12163,1,1,0,0.11,953701.0,954820.0,954274.0,954942.0,12.0,1
21,13,12167,1,1,0,0.11,953701.0,954820.0,953539.0,954260.0,12.0,1
22,14,12211,1,1,0,0.09,953786.0,951741.0,953742.0,952214.0,12.0,1
23,15,19184,1,1,1,0.26,935682.0,950316.0,935661.0,948967.0,12.0,1
24,16,17733,1,1,1,0.31,936611.0,958592.0,938183.0,958999.0,12.0,1
25,17,12217,1,1,1,0.24,940185.0,950312.0,940290.0,951587.0,12.0,1
26,18,12283,1,1,0,0.2,945970.0,949780.0,945313.0,948935.0,12.0,1
27,19,12271,1,1,1,0.21,949892.0,950053.0,949867.0,948944.0,12.0,1
28,20,12271,1,1,1,0.25,950408.0,947737.0,949867.0,948944.0,12.0,1
29,20,12387,1,1,1,0.28,950408.0,947737.0,950154.0,946266.0,12.0,1
30,20,12720,1,1,0,0.1741,950408.0,947737.0,949499.1875,947600.0,12.0,1
31,21,12279,1,1,1,0.24,947152.0,947706.0,946886.0,948936.0,12.0,1
32,21,12439,1,1,1,0.3,947152.0,947706.0,946810.0,946186.0,12.0,1
33,22,12303,1,1,1,0.35,943737.0,947596.0,941913.0,947692.0,12.0,1
34,22,12435,1,1,1,0.26,943737.0,947596.0,943517.0,946217.0,12.0,1
35,23,12539,1,1,1,0.38,937011.0,939065.0,939024.0,939091.0,12.0,1
36,24,12632,1,1,1,0.22668,941482.8125,940644.25,941596.1875,939453.25,12.0,1
37,25,12646,1,1,0,0.18403,941261.375,934195.25,941551.9375,933268.0,12.0,1
38,26,12547,1,1,2,0.53,938245.0,936370.0,940456.0,938115.0,12.0,1
39,27,13611,1,1,1,0.28,944297.0,929136.0,945730.0,929397.0,12.0,1
40,27,18999,1,1,1,0.28,944297.0,929136.0,944370.0,927651.0,12.0,1
41,28,12675,1,1,2,0.45,943456.0,925269.0,943396.0,927653.0,12.0,1
42,29,12803,1,1,1,0.27,941650.0,922571.0,941746.0,921124.0,12.0,1
43,30,12891,1,1,1,0.34,941142.0,915925.0,942915.0,915594.0,12.0,1
44,31,13031,1,1,0,0.07,948342.0,911832.0,947974.0,911958.0,12.0,1
45,31,13087,1,1,0,0.07,948342.0,911832.0,948362.0,911464.0,12.0,1
46,32,12859,1,1,1,0.28,949509.0,915723.0,948058.0,915867.0,12.0,1
47,33,12859,1,1,0,0.15,947309.0,916149.0,948058.0,915867.0,12.0,1
48,34,18995,1,1,0,0.09,946161.0,926980.0,946655.0,926984.0,12.0,1
49,35,12622,1,1,1,0.39708,950338.86219,923940.20789,948268.625,923612.8125,12.0,1
50,35,12853,1,1,2,0.5904,950338.86219,923940.20789,949771.0,920867.0,12.0,1
51,35,18989,1,1,3,0.7137,950338.86219,923940.20789,949667.0,927647.0,12.0,1
52,36,18989,1,1,0,0.17,949885.0,928526.0,949667.0,927647.0,12.0,1
53,37,13613,1,1,0,0.16,947411.0,928342.0,946653.0,928716.0,12.0,1
54,37,18993,1,1,1,0.22,947411.0,928342.0,948398.0,928913.0,12.0,1
55,38,12628,1,1,1,0.2311,947066.0,933964.0,945889.1875,934285.375,12.0,1
56,38,18997,1,1,0,0.2,947066.0,933964.0,947253.0,932930.0,12.0,1
57,39,13193,1,1,2,0.45,949993.0,935343.0,949829.0,932956.0,12.0,1
58,40,12495,1,1,0,0.28552,950185.5,941954.25,950105.0,943429.0,12.0,1
59,40,13924,1,1,1,0.23384,950185.5,941954.25,949459.5,941739.75,12.0,1
60,40,13926,1,1,0,0.32262,950185.5,941954.25,951209.3125,942160.75,12.0,1
61,41,12519,1,1,1,0.21,947727.0,941924.0,948741.0,942323.0,12.0,1
62,42,12447,1,1,0,0.18,947855.0,944912.0,948789.0,944852.0,12.0,1
63,42,12479,1,1,1,0.28,947855.0,944912.0,947867.0,943446.0,12.0,1
64,43,12387,1,1,1,0.27,950129.0,944837.0,950154.0,946266.0,12.0,1
65,43,12447,1,1,1,0.25,950129.0,944837.0,948789.0,944852.0,12.0,1
66,43,12495,1,1,1,0.27,950129.0,944837.0,950105.0,943429.0,12.0,1
67,43,13812,1,1,1,0.21431,950129.0,944837.0,951258.5,944898.1875,12.0,1
68,44,12319,1,1,1,0.29,953055.0,947137.0,951534.0,946848.0,12.0,1
69,44,12359,1,1,0,0.17,953055.0,947137.0,953053.0,946251.0,12.0,1
70,45,12359,1,1,3,0.73,954238.0,942561.0,953053.0,946251.0,12.0,1
71,45,19187,1,1,2,0.56,954238.0,942561.0,951424.0,941632.0,12.0,1
72,46,12587,1,1,2,0.59,954297.0,936069.0,951274.0,935353.0,12.0,1
73,47,12647,1,1,0,0.14,958268.0,928950.0,957527.0,928891.0,12.0,1
74,48,12703,1,1,2,0.59,954861.0,924690.0,953760.0,927590.0,12.0,1
75,49,12751,1,1,0,0.17,959643.0,924883.0,959003.0,925489.0,12.0,1
76,50,12863,1,1,3,0.66,954344.0,917624.0,950886.0,918233.0,12.0,1
77,50,12875,1,1,4,0.84,954344.0,917624.0,958768.0,917431.0,12.0,1
78,51,13902,1,1,0,0.42283,954392.0,915239.0,955646.3125,914691.0625,12.0,1
79,51,18219,1,1,1,0.44302,954392.0,915239.0,953008.0,914863.0,12.0,1
80,51,18221,1,1,1,0.29299,954392.0,915239.0,954445.0,916186.0,12.0,1
81,51,18977,1,1,1,0.25,954392.0,915239.0,954263.0,913902.0,12.0,1
82,52,12919,1,1,0,0.18,958145.0,914684.0,957768.0,913830.0,12.0,1
83,53,12883,1,1,0,0.1598,959453.0,914585.0,958735.375,915081.0625,12.0,1
84,53,12927,1,1,0,0.16,959453.0,914585.0,959769.0,913790.0,12.0,1
85,54,12227,1,1,0,0.16,953584.0,950271.0,954394.0,949969.0,12.0,1
86,55,13177,1,1,0,0.17,955801.0,946959.0,956312.0,946246.0,12.0,1
87,55,19007,1,1,0,0.09,955801.0,946959.0,955321.0,946859.0,12.0,1
88,56,12235,1,1,0,0.16,956614.0,949720.0,956005.0,949153.0,12.0,1
89,57,12451,1,1,0,0.14,959277.0,945475.0,959054.0,944790.0,12.0,1
90,58,19100,1,1,0,0.17,957097.0,945165.0,956211.0,945062.0,12.0,1
91,59,12499,1,1,1,0.23,956075.0,943870.0,957110.0,943240.0,12.0,1
92,60,12543,1,1,0,0.19,959338.0,940091.0,958837.0,939249.0,12.0,1
93,60,13181,1,1,1,0.3,959338.0,940091.0,960539.0,941113.0,12.0,1
94,61,12591,1,1,1,0.39,958822.0,934749.0,960785.0,935409.0,12.0,1
95,61,13185,1,1,2,0.44,958822.0,934749.0,959985.0,932759.0,12.0,1
96,62,12591,1,1,1,0.37,962161.0,933994.0,960785.0,935409.0,12.0,1
97,63,12659,1,1,0,0.12,963434.0,929568.0,962997.0,930004.0,12.0,1
98,63,12663,1,1,0,0.08,963434.0,929568.0,963850.0,929679.0,12.0,1
99,64,13185,1,1,1,0.23,959803.0,931577.0,959985.0,932759.0,12.0,1
100,65,12755,1,1,0,0.19,963237.0,925114.0,964220.0,925082.0,12.0,1
101,65,12759,1,1,1,0.35,963237.0,925114.0,961386.0,924943.0,12.0,1
102,66,12767,1,1,0,0.06,964779.0,924621.0,965048.0,924508.0,12.0,1
103,66,12775,1,1,0,0.18,964779.0,924621.0,964218.0,923842.0,12.0,1
104,67,12815,1,1,1,0.33,963267.0,920728.0,961532.0,920941.0,12.0,1
105,67,12827,1,1,0,0.17,963267.0,920728.0,964103.0,920463.0,12.0,1
106,68,12791,1,1,1,0.34,965821.0,920189.0,964558.0,921495.0,12.0,1
107,69,12847,1,1,1,0.31,965413.0,918655.0,963878.0,919175.0,12.0,1
108,70,12899,1,1,0,0.11,962815.0,914353.0,962636.0,914929.0,12.0,1
109,70,19107,1,1,0,0.14,962815.0,914353.0,962670.0,913626.0,12.0,1
110,71,12959,1,1,2,0.44,966864.0,915124.0,965175.0,913507.0,12.0,1
111,72,12947,1,1,0,0.14,963072.0,912886.0,963086.0,913610.0,12.0,1
112,72,12995,1,1,1,0.22,963072.0,912886.0,962045.0,912358.0,12.0,1
113,73,13123,1,1,1,0.26,963697.0,909159.0,962772.0,910149.0,12.0,1
114,74,13175,1,1,0,0.2,963251.0,907800.0,962391.0,907154.0,12.0,1
115,75,13211,1,1,1,0.26,969295.0,906202.0,968208.0,905375.0,12.0,1
116,76,13403,1,1,0,0.05,970965.0,900129.0,970764.0,900294.0,12.0,1
117,77,13499,1,1,1,0.24,971412.0,893177.0,971085.0,894402.0,12.0,1
118,78,13499,1,1,1,0.35,969254.0,894005.0,971085.0,894402.0,12.0,1
119,78,13531,1,1,2,0.48,969254.0,894005.0,970324.0,891728.0,12.0,1
120,79,13531,1,1,1,0.35831,970384.625,889817.0,970324.0,891728.0,12.0,1
121,80,12879,1,1,1,0.21,961969.0,916747.0,961290.0,915862.0,12.0,1
122,80,19193,1,1,1,0.24,961969.0,916747.0,962939.0,915958.0,12.0,1
123,81,12935,1,1,1,0.25,961402.0,912431.0,961235.0,913752.0,12.0,1
124,81,12995,1,1,0,0.12,961402.0,912431.0,962045.0,912358.0,12.0,1
125,82,12927,1,1,0,0.11,959485.0,913266.0,959769.0,913790.0,12.0,1
126,82,19114,1,1,0,0.15,959485.0,913266.0,958715.0,913488.0,12.0,1
127,83,13207,1,1,1,0.29,961451.0,905294.0,962977.0,905334.0,12.0,1
128,83,13247,1,1,1,0.27,961451.0,905294.0,961017.0,903911.0,12.0,1
129,84,13207,1,1,0,0.19,963929.0,905047.0,962977.0,905334.0,12.0,1
130,85,13247,1,1,1,0.36,961898.0,902244.0,961017.0,903911.0,12.0,1
131,85,13311,1,1,2,0.42,961898.0,902244.0,963914.0,901346.0,12.0,1
132,86,13275,1,1,1,0.33,959824.0,901511.0,958318.0,902334.0,12.0,1
133,86,13391,1,1,1,0.24,959824.0,901511.0,960489.0,900426.0,12.0,1
134,87,13203,1,1,1,0.25,959705.0,905777.0,958404.0,905593.0,12.0,1
135,87,13209,1,1,1,0.35,959705.0,905777.0,959527.0,903949.0,12.0,1
136,88,12991,1,1,1,0.21,954291.0,913097.0,955263.0,912567.0,12.0,1
137,88,18977,1,1,1,0.24882,954291.0,913097.0,954263.0,913902.0,12.0,1
138,89,12911,1,1,0,0.18,956146.0,913104.0,956698.0,913851.0,12.0,1
139,89,12991,1,1,0,0.2,956146.0,913104.0,955263.0,912567.0,12.0,1
140,89,13111,1,1,1,0.36,956146.0,913104.0,955927.0,911240.0,12.0,1
141,90,12919,1,1,0,0.08,958067.0,913536.0,957768.0,913830.0,12.0,1
142,90,19114,1,1,0,0.12,958067.0,913536.0,958715.0,913488.0,12.0,1
143,91,13111,1,1,1,0.2402,955672.0,909983.375,955927.0,911240.0,12.0,1
144,91,13205,1,1,1,0.47642,955672.0,909983.375,953526.0,908671.0,12.0,1
145,92,13179,1,1,0,0.17123,955184.0,905878.0,954414.6875,905397.4375,12.0,1
146,92,19039,1,1,0,0.15,955184.0,905878.0,954515.0,906327.0,12.0,1
147,93,13203,1,1,1,0.26,957010.0,905481.0,958404.0,905593.0,12.0,1
148,93,13243,1,1,1,0.31,957010.0,905481.0,957464.0,903918.0,12.0,1
149,94,13271,1,1,0,0.19,957569.0,902108.0,956684.0,902527.0,12.0,1
150,94,13275,1,1,0,0.15,957569.0,902108.0,958318.0,902334.0,12.0,1
151,95,13235,1,1,4,0.97987,943714.0,907503.0,947758.0,904276.0,12.0,1
152,95,13327,1,1,6,1.35,943714.0,907503.0,941044.0,900881.0,12.0,1
153,95,19113,1,1,4,0.9,943714.0,907503.0,941265.0,911578.0,12.0,1
154,96,19254,1,1,2,0.43,943500.0,902801.0,942369.0,900846.0,12.0,1
155,97,13279,1,1,1,0.24,946495.0,901856.0,947695.0,902233.0,12.0,1
156,97,13335,1,1,1,0.21,946495.0,901856.0,946275.0,900752.0,12.0,1
157,98,13171,1,1,1,0.28,949318.0,907057.0,947846.0,907299.0,12.0,1
158,98,13191,1,1,0,0.2,949318.0,907057.0,949490.0,906021.0,12.0,1
159,99,13087,1,1,0,0.18,948774.0,910611.0,948362.0,911464.0,12.0,1
160,99,13127,1,1,0,0.19,948774.0,910611.0,947921.0,910060.0,12.0,1
161,100,18987,1,1,0,0.12,950711.0,912129.0,950149.0,912418.0,12.0,1
162,101,13890,1,1,1,0.09448,951947.0,907221.0,952233.125,907329.1875,12.0,1
163,102,13199,1,1,1,0.22,952612.0,904791.0,952556.0,905954.0,12.0,1
164,102,13231,1,1,2,0.43,952612.0,904791.0,954853.0,904330.0,12.0,1
165,103,13191,1,1,1,0.26,949159.0,904705.0,949490.0,906021.0,12.0,1
166,103,13235,1,1,1,0.28,949159.0,904705.0,947758.0,904276.0,12.0,1
167,104,13279,1,1,1,0.27,949112.0,902261.0,947695.0,902233.0,12.0,1
168,104,13347,1,1,1,0.29,949112.0,902261.0,949073.0,900732.0,12.0,1
169,105,13359,1,1,1,0.33,951431.0,902400.0,951664.0,900664.0,12.0,1
170,106,13271,1,1,1,0.24,955630.0,901855.0,956684.0,902527.0,12.0,1
171,106,13375,1,1,1,0.27,955630.0,901855.0,956180.0,900544.0,12.0,1
172,107,13359,1,1,1,0.22,951355.0,899567.0,951664.0,900664.0,12.0,1
173,108,13443,1,1,1,0.20297,948629.57448,898079.45621,947589.0,897865.0,12.0,1
174,109,13335,1,1,2,0.46,945713.0,898399.0,946275.0,900752.0,12.0,1
175,109,13443,1,1,1,0.37,945713.0,898399.0,947589.0,897865.0,12.0,1
176,110,13327,1,1,4,0.89,941047.0,896183.0,941044.0,900881.0,12.0,1
177,110,13511,1,1,3,0.74,941047.0,896183.0,943424.0,893071.0,12.0,1
178,111,12533,1,1,0,0.15,946155.0,892310.0,946271.0,891535.0,12.0,1
179,111,18959,1,1,1,0.25,946155.0,892310.0,947442.0,892157.0,12.0,1
180,112,13507,1,1,1,0.24,948751.0,894058.0,947505.0,894164.0,12.0,1
181,113,12446,1,1,1,0.26351,951534.5,892929.125,952420.8125,894001.125,12.0,1
182,113,13571,1,1,1,0.299,951534.5,892929.125,951220.0,891384.0,12.0,1
183,114,13563,1,1,1,0.28,949018.0,890097.0,948539.0,891469.0,12.0,1
184,114,13651,1,1,1,0.41483,949018.0,890097.0,949181.0,888764.0,12.0,1
185,115,13667,1,1,1,0.27,948700.0,887208.0,947279.0,887097.0,12.0,1
186,116,19119,1,1,0,0.12,945778.0,890198.0,945811.0,889546.0,12.0,1
187,117,13643,1,1,2,0.47,942154.0,889747.0,944646.0,889577.0,12.0,1
188,118,13767,1,1,1,0.25,943210.0,883983.0,944493.0,884238.0,12.0,1
189,118,13803,1,1,0,0.19,943210.0,883983.0,943143.0,882993.0,12.0,1
190,119,13767,1,1,1,0.25,945785.0,884108.0,944493.0,884238.0,12.0,1
191,119,13771,1,1,1,0.26,945785.0,884108.0,947162.0,884195.0,12.0,1
192,119,13809,1,1,1,0.23,945785.0,884108.0,945841.0,882909.0,12.0,1
193,120,13819,1,1,1,0.25,950633.0,883788.0,949773.0,882755.0,12.0,1
194,121,13391,1,1,1,0.37,959762.0,898610.0,960489.0,900426.0,12.0,1
195,121,18961,1,1,1,0.29,959762.0,898610.0,960031.0,897106.0,12.0,1
196,121,18967,1,1,1,0.27,959762.0,898610.0,958356.0,898380.0,12.0,1
197,122,18961,1,1,0,0.2,960141.0,896072.0,960031.0,897106.0,12.0,1
198,122,19115,1,1,0,0.2,960141.0,896072.0,959966.0,895036.0,12.0,1
199,123,13395,1,1,0,0.12,963409.0,899633.0,963419.0,900286.0,12.0,1
200,123,13411,1,1,0,0.15,963409.0,899633.0,964221.0,899666.0,12.0,1
201,124,13311,1,1,0,0.15,964508.0,901831.0,963914.0,901346.0,12.0,1
202,125,13411,1,1,1,0.21803,965344.21949,899804.60063,964221.0,899666.0,12.0,1
203,126,13515,1,1,0,0.19,965601.0,893045.0,964584.0,892948.0,12.0,1
204,126,13551,1,1,1,0.3,965601.0,893045.0,966122.0,891542.0,12.0,1
205,127,13487,1,1,0,0.35092,963920.0,893226.0,963254.0,894955.0,12.0,1
206,127,13515,1,1,0,0.14,963920.0,893226.0,964584.0,892948.0,12.0,1
207,127,13535,1,1,1,0.32,963920.0,893226.0,963374.0,891613.0,12.0,1
208,128,13998,1,1,1,0.21566,960817.28694,893390.38651,961933.55208,893603.63583,12.0,1
209,128,14000,1,1,1,0.31096,960817.28694,893390.38651,960935.87782,895013.1589,12.0,1
210,128,17841,1,1,1,0.36859,960817.28694,893390.38651,961235.0,891491.0,12.0,1
211,129,13503,1,1,1,0.32,958551.0,891682.0,960184.0,892141.0,12.0,1
212,129,13607,1,1,1,0.25,958551.0,891682.0,957788.0,890630.0,12.0,1
213,130,13375,1,1,1,0.24,956173.0,899267.0,956180.0,900544.0,12.0,1
214,130,13431,1,1,1,0.21,956173.0,899267.0,957173.0,898845.0,12.0,1
215,131,12432,1,1,0,0.08724,954277.25,897923.8125,954733.75,897863.375,12.0,1
216,132,12438,1,1,0,0.1187,953422.0,892142.0,953943.375,891794.625,12.0,1
217,132,18957,1,1,0,0.16932,953422.0,892142.0,953131.0,891297.0,12.0,1
218,133,13571,1,1,0,0.15,951509.0,890668.0,951220.0,891384.0,12.0,1
219,133,18955,1,1,0,0.17,951509.0,890668.0,952372.0,890802.0,12.0,1
220,134,18949,1,1,0,0.13,953192.0,890035.0,953885.0,889976.0,12.0,1
221,135,13607,1,1,1,0.29,958262.0,889165.0,957788.0,890630.0,12.0,1
222,135,13655,1,1,1,0.23,958262.0,889165.0,959369.0,888727.0,12.0,1
223,136,13647,1,1,1,0.21,960478.0,888660.0,961246.0,889479.0,12.0,1
224,136,13655,1,1,1,0.21,960478.0,888660.0,959369.0,888727.0,12.0,1
225,137,13703,1,1,0,0.19,960756.0,885479.0,960680.0,886472.0,12.0,1
226,137,13719,1,1,1,0.31,960756.0,885479.0,959112.0,885450.0,12.0,1
227,138,13691,1,1,0,0.2,955339.0,885693.0,955913.0,886564.0,12.0,1
228,138,17845,1,1,0,0.34546,955339.0,885693.0,953682.0,884932.0,12.0,1
229,139,13827,1,1,0,0.2039,952968.375,883508.3125,953561.0,882610.0,12.0,1
230,140,13879,1,1,1,0.27,957215.0,881988.0,956197.0,880957.0,12.0,1
231,141,13791,1,1,1,0.25,957785.0,883556.0,959095.0,883705.0,12.0,1
232,142,13867,1,1,0,0.17,961829.0,881684.0,962740.0,881612.0,12.0,1
233,142,13903,1,1,1,0.22,961829.0,881684.0,962009.0,880556.0,12.0,1
234,143,13711,1,1,0,0.2527,963530.0,885482.0,964457.0,886441.0,12.0,1
235,143,13715,1,1,0,0.27424,963530.0,885482.0,962420.0,886411.0,12.0,1
236,144,13704,1,1,0,0.22624,963302.0,887211.0,962108.0625,887229.5,12.0,1
237,144,19194,1,1,0,0.16,963302.0,887211.0,963139.0,888036.0,12.0,1
238,145,13539,1,1,2,0.42,963410.0,890032.0,961905.0,891645.0,12.0,1
239,145,13635,1,1,1,0.21,963410.0,890032.0,964519.0,889939.0,12.0,1
240,145,19194,1,1,1,0.38,963410.0,890032.0,963139.0,888036.0,12.0,1
241,146,13551,1,1,0,0.2,965460.0,890712.0,966122.0,891542.0,12.0,1
242,146,13635,1,1,1,0.23,965460.0,890712.0,964519.0,889939.0,12.0,1
243,147,13663,1,1,0,0.2,965245.0,888761.0,964484.0,887999.0,12.0,1
244,148,13711,1,1,1,0.22,965378.0,885753.0,964457.0,886441.0,12.0,1
245,149,13823,1,1,1,0.27,965744.0,882920.0,964334.0,882739.0,12.0,1
246,149,13847,1,1,0,0.07,965744.0,882920.0,965387.0,883089.0,12.0,1
247,150,13811,1,1,0,0.2,963854.0,883089.0,962832.0,882908.0,12.0,1
248,150,13823,1,1,0,0.11,963854.0,883089.0,964334.0,882739.0,12.0,1
249,151,13221,1,1,1,0.25,963027.0,879224.0,963017.0,880525.0,12.0,1
250,151,13225,1,1,1,0.25,963027.0,879224.0,963226.0,877944.0,12.0,1
251,151,13927,1,1,0,0.2,963027.0,879224.0,964081.0,879171.0,12.0,1
252,152,13927,1,1,1,0.23,965096.0,879795.0,964081.0,879171.0,12.0,1
253,152,13929,1,1,0,0.05,965096.0,879795.0,965372.0,879728.0,12.0,1
254,153,13981,1,1,0,0.11,965911.0,876254.0,965343.0,876080.0,12.0,1
255,153,13983,1,1,0,0.08,965911.0,876254.0,966302.0,876058.0,12.0,1
256,154,13977,1,1,0,0.15,964798.0,876348.0,964035.0,876108.0,12.0,1
257,154,13981,1,1,0,0.12,964798.0,876348.0,965343.0,876080.0,12.0,1
258,155,13945,1,1,0,0.51363,962273.0,875254.0,962126.0,877962.0,12.0,1
259,155,13985,1,1,0,0.15,962273.0,875254.0,962572.0,874519.0,12.0,1
260,156,13903,1,1,1,0.28,961723.0,879130.0,962009.0,880556.0,12.0,1
261,156,13945,1,1,1,0.23,961723.0,879130.0,962126.0,877962.0,12.0,1
262,157,12061,1,1,1,0.36,960422.0,876306.0,961137.0,874562.0,12.0,1
263,157,12065,1,1,1,0.33627,960422.0,876306.0,960905.625,877986.4375,12.0,1
264,158,13891,1,1,3,0.65,956627.0,879122.0,953513.0,880616.0,12.0,1
265,158,13897,1,1,1,0.29,956627.0,879122.0,957043.0,880575.0,12.0,1
266,158,13923,1,1,2,0.47,956627.0,879122.0,959117.0,879142.0,12.0,1
267,159,13827,1,1,0,0.12,953510.0,881955.0,953561.0,882610.0,12.0,1
268,159,13875,1,1,0,0.12,953510.0,881955.0,954014.0,881612.0,12.0,1
269,160,14027,1,1,2,0.57,956138.0,873331.0,953386.0,872164.0,12.0,1
270,161,14045,1,1,0,0.12,955975.0,870864.0,956366.0,870335.0,12.0,1
271,161,19120,1,1,0,0.19,955975.0,870864.0,955037.0,870530.0,12.0,1
272,162,14035,1,1,1,0.25,954075.0,869833.0,954829.0,870911.0,12.0,1
273,162,14063,1,1,0,0.1,954075.0,869833.0,954399.0,869388.0,12.0,1
274,163,14129,1,1,0,0.09,952582.0,867502.0,952538.0,867026.0,12.0,1
275,164,14303,1,1,0,0.1,949765.0,864099.0,949511.0,863613.0,12.0,1
276,164,19121,1,1,0,0.09,949765.0,864099.0,950221.0,864069.0,12.0,1
277,165,19122,1,1,1,0.26,948086.0,864920.0,948560.0,863628.0,12.0,1
278,166,14163,1,1,1,0.28,945019.0,867108.0,946443.0,866663.0,12.0,1
279,167,12889,1,1,0,0.2,947776.0,867793.0,947748.0,868848.0,12.0,1
280,167,14121,1,1,1,0.26,947776.0,867793.0,946463.0,867422.0,12.0,1
281,168,14081,1,1,1,0.31,950622.0,869754.0,949243.0,868830.0,12.0,1
282,169,13173,1,1,1,0.29,945244.0,872708.0,945338.0,874252.0,12.0,1
283,169,14007,1,1,1,0.27,945244.0,872708.0,946638.0,872925.0,12.0,1
284,169,14015,1,1,1,0.26,945244.0,872708.0,943918.0,872984.0,12.0,1
285,170,13173,1,1,1,0.4,945494.0,876342.0,945338.0,874252.0,12.0,1
286,170,13963,1,1,1,0.28,945494.0,876342.0,946778.0,877026.0,12.0,1
287,170,13967,1,1,1,0.28,945494.0,876342.0,944014.0,876526.0,12.0,1
288,171,13887,1,1,0,0.16,951222.0,881083.0,950368.0,880912.0,12.0,1
289,172,13809,1,1,1,0.32,945667.0,881205.0,945841.0,882909.0,12.0,1
290,172,13883,1,1,1,0.25,945667.0,881205.0,946961.0,881040.0,12.0,1
291,173,13917,1,1,2,0.52,941511.0,881126.0,944233.0,881084.0,12.0,1
292,174,14015,1,1,1,0.38,942377.0,871733.0,943918.0,872984.0,12.0,1
293,175,14139,1,1,2,0.55,940840.0,866606.0,943746.0,866569.0,12.0,1
294,175,14283,1,1,3,0.64,940840.0,866606.0,938997.0,863770.0,12.0,1
295,176,14313,1,1,0,0.09,951108.0,864072.0,951105.0,863581.0,12.0,1
296,176,18919,1,1,0,0.182,951108.0,864072.0,952067.0,864018.0,12.0,1
297,176,19121,1,1,0,0.1681,951108.0,864072.0,950221.0,864069.0,12.0,1
298,177,18913,1,1,0,0.07,953129.0,867216.0,952811.0,867374.0,12.0,1
299,178,14129,1,1,1,0.28,953569.0,865999.0,952538.0,867026.0,12.0,1
300,178,14197,1,1,1,0.26,953569.0,865999.0,954855.0,865539.0,12.0,1
301,178,14211,1,1,1,0.39,953569.0,865999.0,951810.0,864979.0,12.0,1
302,179,14317,1,1,0,0.15,953760.0,864062.0,953167.0,863541.0,12.0,1
303,180,14321,1,1,0,0.1,955403.0,863934.0,955087.0,863500.0,12.0,1
304,181,14197,1,1,1,0.25,955962.0,864773.0,954855.0,865539.0,12.0,1
305,181,14325,1,1,1,0.25,955962.0,864773.0,955765.0,863480.0,12.0,1
306,182,12714,1,1,0,0.05,954442.4375,868798.5,954316.375,868566.625,12.0,1
307,182,14063,1,1,0,0.1119,954442.4375,868798.5,954399.0,869388.0,12.0,1
308,183,14045,1,1,0,0.16,956171.0,869498.0,956366.0,870335.0,12.0,1
309,183,14083,1,1,0,0.13,956171.0,869498.0,955794.0,868946.0,12.0,1
310,184,14308,1,1,1,0.10852,957538.0,865659.0,957099.4375,865292.4375,12.0,1
311,185,14199,1,1,0,0.07,961813.0,865420.0,961515.0,865599.0,12.0,1
312,186,13769,1,1,0,0.1,961274.0,869017.0,960815.0,869232.0,12.0,1
313,187,14047,1,1,1,0.30448,959011.4375,868745.375,958637.0,870290.0,12.0,1
314,187,14085,1,1,1,0.33985,959011.4375,868745.375,960801.0,868548.0,12.0,1
315,188,14031,1,1,1,0.28,959360.0,871261.0,960858.0,871243.0,12.0,1
316,188,14047,1,1,1,0.23,959360.0,871261.0,958637.0,870290.0,12.0,1
317,189,18905,1,1,0,0.09,961246.0,873341.0,960791.0,873408.0,12.0,1
318,190,19125,1,1,0,0.11,963178.0,873298.0,962631.0,873107.0,12.0,1
319,191,14025,1,1,0,0.15,964605.0,872573.0,965261.0,872142.0,12.0,1
320,191,18209,1,1,0,0.47915,964605.0,872573.0,963997.0,874000.0,12.0,1
321,191,18891,1,1,0,0.43606,964605.0,872573.0,964648.0,871162.0,12.0,1
